Price,Close,High,Low,Open,Volume
Ticker,CCJ,CCJ,CCJ,CCJ,CCJ
Date,,,,,
2010-04-16,21.595914840698242,22.01822778333201,21.306092047195794,21.9851044563456,2237200
2010-04-19,21.51310920715332,21.51310920715332,21.049393661385878,21.372338219048014,1519500
2010-04-20,21.612472534179688,21.794646060919867,21.537946641557145,21.786365230694376,1465600
2010-04-21,21.52967071533203,21.736686779902534,21.29781215442647,21.50482821899697,1030700
2010-04-22,21.289531707763672,21.364057618710927,21.057674722067546,21.364057618710927,1579200
2010-04-23,21.115633010864258,21.28952570107375,21.032826291018722,21.23156147100392,2482700
2010-04-26,21.09079360961914,21.272968735838365,20.92518172508272,21.09079360961914,2342800
2010-04-27,20.825815200805664,21.30609239407783,20.718167545161553,20.98314784773831,2145600
2010-04-28,20.635358810424805,20.974864987698723,20.28757180207018,20.974864987698723,2342100
2010-04-29,20.436622619628906,20.676760391789795,20.0805547973218,20.585674413097646,2695400
2010-04-30,20.378660202026367,20.900339946293588,20.279291804381273,20.370379370605352,3334700
2010-05-03,20.378660202026367,20.68504306756847,20.28757263580229,20.610517164186422,4179900
2010-05-04,20.21304702758789,20.287572932058225,19.807295758475583,20.171644449285314,2863600
2010-05-05,20.204761505126953,20.527707542656056,19.591994327953053,20.0143071621013,3465100
2010-05-06,19.492630004882812,20.295851627008478,18.55691667144095,20.030871363189988,3628300
2010-05-07,19.442949295043945,19.749333779566534,19.053759644430073,19.467791792515712,3560300
2010-05-10,20.17164421081543,20.37037942725116,19.890102259346367,20.188204294296412,2275700
2010-05-11,20.41178321838379,20.54427337054977,19.91494435805776,19.91494435805776,2650100
2010-05-12,20.941747665405273,21.082517085284888,20.560837252284525,20.57739891794355,2433200
2010-05-13,21.049394607543945,21.181884769432855,20.817536034534694,20.86722102979852,2209900
2010-05-14,20.776132583618164,20.825815997399914,20.19648696500449,20.825815997399914,2982000
2010-05-17,20.53598976135254,20.858935845563604,20.14680018942437,20.858935845563604,2760800
2010-05-18,20.6767635345459,21.065954738737442,20.660203450071073,20.84237701455173,3085400
2010-05-19,20.287574768066406,20.593959245217217,19.898385126816645,20.48631000483696,2943200
2010-05-20,19.476070404052734,19.782453274229653,19.028914976996102,19.476070404052734,3785900
2010-05-21,19.939788818359375,20.014314733721026,18.92955091371207,18.99579599632161,3602500
2010-05-24,19.76589012145996,20.105396265106304,19.70792430963642,19.956344479230957,2028600
2010-05-25,19.95634651184082,20.006029919057372,18.896423821643165,19.02063312938806,2683900
2010-05-26,19.741052627563477,20.23789151310628,19.72449096285035,20.213049016036592,1914000
2010-05-27,20.37038230895996,20.37038230895996,20.047436154584904,20.130242901332544,2145900
2010-05-28,20.237890243530273,20.569115619977744,20.11368092478837,20.31241615065685,1615600
2010-06-01,19.29389190673828,20.11367671348824,19.285612656041845,20.047430072661953,2165800
2010-06-02,19.97290802001953,19.981187271652576,19.327017413557268,19.327017413557268,1374800
2010-06-03,19.881824493408203,20.15508565556636,19.45123066836888,20.15508565556636,1912500
2010-06-04,19.070322036743164,19.832141281452415,18.921270205042408,19.567159369869202,2125600
2010-06-07,18.697690963745117,19.23593241790348,18.656288382428027,19.062039681083014,2151100
2010-06-08,18.863306045532227,19.277338211400213,18.457554712510483,18.797060962169642,3442500
2010-06-09,18.507234573364258,19.23593035030814,18.440989502732997,19.23593035030814,3366000
2010-06-10,19.004077911376953,19.120006417694064,18.763938486111574,18.780500152559004,2417500
2010-06-11,19.09516143798828,19.18624901221145,18.763936049095708,18.83846195902244,1721900
2010-06-14,19.111717224121094,19.517468398144093,19.070314655521365,19.244207338928327,2333200
2010-06-15,19.70792579650879,19.70792579650879,19.177965255108365,19.18624608599362,1597500
2010-06-16,19.691368103027344,19.89838416205216,19.525754624044612,19.71620901928972,1880700
2010-06-17,19.409822463989258,19.67480271670061,19.23592818601813,19.67480271670061,1226800
2010-06-18,19.73276710510254,19.80729299919093,19.451225189525697,19.49262934146753,1523000
2010-06-21,19.360139846801758,20.055713884833636,19.252492198266694,19.890101996363764,1629100
2010-06-22,18.987516403198242,19.45123201173939,18.946112236734553,19.45123201173939,1584500
2010-06-23,18.96266746520996,19.02891252965322,18.565197078550423,18.565197078550423,1873200
2010-06-24,18.37474250793457,18.954386420407168,18.267093292302167,18.87158127534458,2422300
2010-06-25,18.813615798950195,18.970948420314063,18.34161951426552,18.838458290557206,1484200
2010-06-28,18.902477264404297,19.251292809806618,18.85264692479766,19.01874858484576,1459900
2010-06-29,18.00552749633789,18.570276759253613,17.897559886856662,18.570276759253613,2262600
2010-06-30,17.67332649230957,18.080277885951343,17.656715843406968,17.93078521398525,1523500
2010-07-01,17.714847564697266,17.814509851723002,17.19162491402749,17.698236919513256,1373700
2010-07-02,17.440778732299805,17.98891736573153,17.282980766894198,17.756373079032656,1237900
2010-07-06,17.772991180419922,17.93909453832476,17.45739670129555,17.51553240133854,1667100
2010-07-07,18.669939041137695,18.70316033427349,17.789595366058865,17.87264701481991,1808700
2010-07-08,18.75299644470215,18.968930164113896,18.362655635041836,18.952319512448625,1762900
2010-07-09,18.968921661376953,18.985532305596575,18.5536650603557,18.736377394536895,1312100
2010-07-12,19.807748794555664,19.8326631876354,19.06028690466428,19.06028690466428,2904100
2010-07-13,20.414018630981445,20.596731002647903,20.0153725923936,20.297747265746292,3432900
2010-07-14,20.048587799072266,20.538590705439223,19.932316459960848,20.513676323674314,1769200
2010-07-15,20.613338470458984,20.72130607930385,19.691468262363685,20.28943881208098,2507900
2010-07-16,19.924013137817383,20.605033765101968,19.816047109816946,20.546898089711092,2019600
2010-07-19,19.840965270996094,20.24791666027759,19.724693898080993,20.090120249629567,1416000
2010-07-20,20.131643295288086,20.281135950859785,19.583504614244184,19.583504614244184,1425100
2010-07-21,19.832656860351562,20.463847156956174,19.666555151189343,20.405711479545474,1368500
2010-07-22,20.389102935791016,20.447240203274834,19.940626532322945,19.973846243949417,1250000
2010-07-23,20.463851928710938,20.605039285663974,20.139952173851118,20.40571623774418,1341100
2010-07-26,20.771137237548828,20.82096759060215,20.430626920874122,20.55520359554661,1326400
2010-07-27,21.576732635498047,21.618259246098322,21.086729718962346,21.11164568532251,3911200
2010-07-28,20.99538230895996,21.34419804994378,20.837584296970448,21.244535730771766,2301600
2010-07-29,21.086734771728516,21.33588974279758,20.845886708848216,21.277754058105046,1788400
2010-07-30,21.169782638549805,21.294359309741044,20.74622068923695,20.94554367995859,1919400
2010-08-02,21.892332077026367,22.00029811387538,21.51860044162887,21.701312805557382,2141600
2010-08-03,21.709617614746094,21.917245944142145,21.609956903719915,21.751144231072367,2186400
2010-08-04,21.925556182861328,21.967082808497388,21.643181464851306,21.942166833115753,1490400
2010-08-05,22.075040817260742,22.18300683638676,21.88402316122644,22.00859982454976,1968100
2010-08-06,22.008602142333984,22.18300917253825,21.70131152863521,21.82588978915641,1708100
2010-08-09,22.09165382385254,22.216230500497595,21.82588982458885,22.216230500497595,888600
2010-08-10,21.56842613220215,21.834191673254832,21.269442472644847,21.834191673254832,1862100
2010-08-11,20.78775405883789,21.111653826025435,20.60504006989818,21.111653826025435,2024000
2010-08-12,20.820964813232422,20.962152114782086,20.21469058237488,20.422318873825667,1993000
2010-08-13,20.58842658996582,20.879104993552676,20.372492930102375,20.605035652971857,1744100
2010-08-16,20.596731185913086,20.737918523845686,20.214695791553435,20.42232413650852,1516500
2010-08-17,21.29435920715332,21.601649806417733,20.7628312344563,20.928934517963274,2409200
2010-08-18,21.76775550842285,21.95046947069297,21.178091753296634,21.327584419125422,1973500
2010-08-19,21.28605079650879,21.75944461060284,21.06181345560728,21.618257315328073,1693100
2010-08-20,21.144866943359375,21.211309525201735,20.887408275033586,21.111647236516532,1213200
2010-08-23,21.28605079650879,21.651477016763153,21.25283109507371,21.32757740340024,2151000
2010-08-24,20.37249755859375,21.036907752139555,20.28944588838081,20.92894168971793,2601300
2010-08-25,20.256223678588867,20.31435936990808,19.87418823044618,19.973848962970887,2088900
2010-08-26,20.156557083129883,20.596728094559314,19.948928769337638,20.430626393972513,1738900
2010-08-27,20.505373001098633,20.530287385292816,19.874182728233084,20.26452339336592,1660900
2010-08-30,20.31435203552246,20.621642615365424,20.31435203552246,20.605031971248895,1349700
2010-08-31,20.239612579345703,20.422324960005476,20.065203938829836,20.206391282455584,1670600
2010-09-01,20.771137237548828,20.93723894241936,20.497067919638006,20.605033948599935,1699400
2010-09-02,21.211305618286133,21.211305618286133,20.771133099126015,20.89570974897796,1164000
2010-09-03,21.560123443603516,21.585039411642082,21.360800451529943,21.510293091604705,1394700
2010-09-07,21.194700241088867,21.543515897774192,21.028596943970737,21.427242956160125,1473200
2010-09-08,21.427242279052734,21.72622757078597,21.344192217196515,21.344192217196515,1247000
2010-09-09,21.32758140563965,21.809279047427157,21.07012273091142,21.734532725074065,966700
2010-09-10,21.693008422851562,21.80097445649876,21.319276798537356,21.319276798537356,1110200
2010-09-13,22.14979362487793,22.365727310505196,21.93385993925066,22.041827574103635,1512300
2010-09-14,22.05843734741211,22.29098168957304,21.94216596837101,22.249456649652288,1092800
2010-09-15,21.967077255249023,22.108264578562064,21.80927928588071,21.825889931935983,950700
2010-09-16,21.834197998046875,22.016910375374305,21.676400008854014,21.892333682465665,1019600
2010-09-17,21.6514835357666,21.975383246651855,21.40233015571311,21.975383246651855,1171100
2010-09-20,21.95046615600586,22.06673750783546,21.551820163380068,21.6265664850072,1157400
2010-09-21,22.000295639038086,22.174704243963664,21.80097265060764,22.083347280237014,1525500
2010-09-22,21.983688354492188,22.28267367488103,21.8840276370816,22.008604325884104,975000
2010-09-23,21.94216537475586,22.174709710625624,21.609960312140974,21.751147661762136,881600
2010-09-24,22.814197540283203,22.85572415165216,22.20792327100066,22.24114456009583,1658600
2010-09-27,22.72284507751465,23.013523473984097,22.540131132215617,22.897252115396316,1157700
2010-09-28,22.94597816467285,23.03756276743552,22.413125758836465,22.779462581861697,1087600
2010-09-29,22.937650680541992,23.20407845444845,22.771135108378953,22.821089621225333,1154400
2010-09-30,23.08751678466797,23.212403866084493,22.488057841053408,23.162449351122962,1714300
2010-10-01,23.32896614074707,23.537111802413925,23.16244897620344,23.279010038568757,1834500
2010-10-04,22.99593162536621,23.35394080186863,22.837740490058003,23.31231230795738,1507400
2010-10-05,23.462177276611328,23.520457802923914,23.045885988064004,23.145795008021228,1345300
2010-10-06,23.587060928344727,23.89511713597055,23.52878041047565,23.545432440731105,1707900
2010-10-07,23.878463745117188,23.92009223035881,23.187420409141755,23.562081540391134,1813500
2010-10-08,24.869239807128906,25.010778894701723,23.82851168910087,23.920094683630282,2746900
2010-10-11,25.010780334472656,25.36878949374239,24.71937612704481,25.06906085835319,1256100
2010-10-12,24.919200897216797,25.060740022192295,24.469605469167977,24.827616290460444,1413700
2010-10-13,25.468700408935547,25.49367845720052,25.210600262298293,25.21892627838662,1568600
2010-10-14,25.352142333984375,25.62689454503136,25.202277202863225,25.485355430975314,1013900
2010-10-15,25.435400009155273,25.601917178862106,25.1190192923428,25.49368213017046,1054600
2010-10-18,25.68517303466797,25.760105594271923,25.21060121585976,25.368790763445663,1188700
2010-10-19,24.552858352661133,25.277205844630746,24.36136475396548,25.16896922761137,1804700
2010-10-20,24.960824966430664,25.143994147425328,24.419646615726442,24.59448978049178,1481800
2010-10-21,24.59449577331543,25.302189856970895,24.444630620721128,25.260561353706084,1198800
2010-10-22,24.652774810791016,24.860920490482194,24.411325060097006,24.72770738252188,904700
2010-10-25,25.726802825927734,26.101465642839802,24.960826746482766,25.019107276219014,2441400
2010-10-26,25.743453979492188,25.8350385733898,25.318836664183184,25.5519603631838,1324800
2010-10-27,25.393766403198242,25.65186653510831,24.894216582579485,25.65186653510831,1149400
2010-10-28,25.468700408935547,25.82671116060749,25.243902738626396,25.576935442033367,1007200
2010-10-29,25.776758193969727,26.00988190867379,25.360466867157356,25.360466867157356,1096100
2010-11-01,26.276304244995117,26.64264100343945,25.81005847208197,25.95992358181034,1714600
2010-11-02,26.317935943603516,26.700923169339383,26.059834199624735,26.551058050390477,1349900
2010-11-03,26.226346969604492,26.62598616134866,25.776751687873567,26.492773097433936,1758000
2010-11-04,27.33368492126465,27.475222421355422,26.692596016973667,26.867437579221157,1977500
2010-11-05,27.69170379638672,28.041390239918353,27.45025718714867,27.500210124759278,1981200
2010-11-08,29.756507873535156,29.88972098197637,27.65007142774144,27.766632500621125,5952500
2010-11-09,30.647369384765625,32.10438906480985,30.322659473901627,30.405919646963238,8348600
2010-11-10,30.19777488708496,31.055334051094334,29.73152743206237,31.055334051094334,4141600
2010-11-11,31.14691162109375,31.180215683798238,30.23939655672301,30.339305568786234,3050300
2010-11-12,29.931346893310547,30.92211910312113,29.44012300292278,30.82221007444672,3394800
2010-11-15,29.656593322753906,30.264378280617006,29.531707829961938,30.03958375838131,2221500
2010-11-16,27.96645164489746,28.973875900108954,27.21712598132234,28.973875900108954,5853000
2010-11-17,28.316129684448242,28.640839530276466,27.774952960168292,27.774952960168292,2268800
2010-11-18,29.073776245117188,29.365181994371593,28.72409315727172,28.74906961324644,1913900
2010-11-19,29.465099334716797,29.598312431039037,28.39939456413886,29.0155039436102,2298300
2010-11-22,29.465099334716797,29.53170747090329,28.807358282103525,29.498403402810045,2128500
2010-11-23,29.298583984375,29.306911589939304,28.80736006576222,28.982204846052216,1790000
2010-11-24,30.938777923583984,31.03868697417319,29.823116801174894,30.022938078404763,4017000
2010-11-26,30.6390438079834,30.930449668916147,30.55578680546036,30.67234787941304,1360600
2010-11-29,30.713966369628906,30.897135526737898,29.86473188128271,30.580753303381467,2751600
2010-11-30,30.19777488708496,30.680671201170014,30.156146387326913,30.589089772122687,2411900
2010-12-01,31.105287551879883,31.305105604407423,30.805557297037893,30.82220933075697,5900000
2010-12-02,31.380027770996094,31.754690465411866,31.221838267153714,31.238490295355486,3620500
2010-12-03,31.230173110961914,31.57985946774789,30.922118426592633,31.496602475015877,2212400
2010-12-06,31.463298797607422,31.621488356179874,31.155240933367928,31.21352464026381,2747700
2010-12-07,31.57986831665039,32.22095750368683,31.54656423980527,31.912902732998425,4433000
2010-12-08,30.738950729370117,31.613165075914157,30.447548064556,31.513252868505738,2501500
2010-12-09,31.14691162109375,31.296776727213707,30.82220494985059,31.1219351620905,1686800
2010-12-10,31.879575729370117,32.12102534877693,31.230159402136298,31.255139029831366,2064000
2010-12-13,32.3458366394043,33.20339898051198,32.24592760465277,32.30420813959541,3468600
2010-12-14,31.904571533203125,32.89534388739441,31.721402307231994,32.87869502689814,2505700
2010-12-15,31.73804473876953,32.46239381714207,31.488270618249807,31.771348801785564,2192600
2010-12-16,32.19597244262695,32.32086112176394,31.688099648395784,31.879593293968398,1756300
2010-12-17,32.84539031982422,32.97027582744301,32.12104421227154,32.28755822242993,2292400
2010-12-20,32.828731536865234,33.0452016112144,32.537328902923946,32.753798977273114,1411000
2010-12-21,32.87035369873047,33.036870818640836,32.55397148850576,32.92863421429161,1617400
2010-12-22,33.00356674194336,33.17840828853405,32.728816193879396,32.978590285587515,1107900
2010-12-23,33.03688430786133,33.15344538657642,32.47072777462984,33.095164847218875,981700
2010-12-27,33.07851028442383,33.13679081933015,32.812084074551805,33.0951623195472,490900
2010-12-28,32.62891387939453,33.16176945910615,32.487376349194385,33.16176945910615,936700
2010-12-29,33.59644317626953,33.6965341787204,32.86246158203657,32.88748274178206,2085300
2010-12-30,33.46298599243164,34.14692515076232,33.28783154055684,33.663164781527065,1622800
2010-12-31,33.67985153198242,34.080205986918386,33.362903062007724,33.488015221184,1016200
2011-01-03,33.896705627441406,34.580644817586375,33.77993598742652,34.146926739149606,1269700
2011-01-04,33.41294860839844,34.11356970094236,33.045954637897005,33.846666730614615,2126200
2011-01-05,33.312843322753906,33.513022055524715,32.987555666017734,33.42961610621447,1779900
2011-01-06,32.887474060058594,33.729885760364006,32.6789559659328,33.446301025083585,2018500
2011-01-07,31.8615665435791,32.80406925318634,31.50291515448255,32.78738742325932,3762900
2011-01-10,31.844892501831055,31.911616656123858,30.818983573419985,31.252701712393968,4305200
2011-01-11,32.45375442504883,32.645590680275845,31.94496979166117,32.437072596542116,3200400
2011-01-12,32.97087097167969,33.162707183791866,32.52047443015805,32.86244388335503,1880700
2011-01-13,33.07097244262695,33.33787536020373,32.453757457147056,32.96254213806959,1632000
2011-01-14,33.33787536621094,33.36289652044647,32.61223007604292,32.695639226384294,1659100
2011-01-18,33.813289642333984,34.2553469148977,33.538044273711435,33.629792729918954,1741300
2011-01-19,33.34620666503906,33.97176082424705,33.15437043802324,33.838309397551996,2851800
2011-01-20,31.903268814086914,33.01258661642326,31.361120489650798,33.01258661642326,3284900
2011-01-21,32.328643798828125,32.51214073916384,31.944971270611276,32.29528332200367,2102800
2011-01-24,32.487125396728516,32.653940537621594,31.736458853576732,31.736458853576732,1675900
2011-01-25,31.928287506103516,32.66227204122469,31.40282423346456,32.29528136453081,1941600
2011-01-26,32.678958892822266,32.82909218857821,31.878250103279846,32.136810526844265,1800500
2011-01-27,32.3453254699707,33.16271601024527,32.11178622467328,32.845770800694076,1549900
2011-01-28,33.187740325927734,33.50468553529766,32.09510437712017,32.09510437712017,3037700
2011-01-31,34.58898162841797,34.88924818571561,33.39625790455986,33.40459722815878,3016600
2011-02-01,35.506465911865234,36.39892322834019,35.12279332719516,35.32296894452995,3816700
2011-02-02,35.8651008605957,36.82428506328142,35.67326465640508,36.090300712923636,4184600
2011-02-03,35.648258209228516,35.831751986174446,35.17283398158218,35.76502784412154,2061100
2011-02-04,34.930946350097656,36.140351736106595,34.66404348746945,35.77335791369298,2284200
2011-02-07,34.52226257324219,35.33965329606498,34.322086941634396,35.33965329606498,1926400
2011-02-08,34.24700927734375,34.63902108897219,33.86333360689614,34.58897878802101,2185400
2011-02-09,35.35633087158203,35.61489447815284,34.472216105261424,34.57230390901332,3201400
2011-02-10,35.297950744628906,35.52315071929561,34.63903265375977,35.15615993561709,2054500
2011-02-11,35.26456832885742,35.55649548083585,34.90591706156538,35.46474703826356,1395700
2011-02-14,36.35721206665039,37.37478130150718,35.464754950802785,35.489776101911275,3258800
2011-02-15,35.8651008605957,37.11620903015137,35.714967625710415,36.89935168072407,2166900
2011-02-16,35.623233795166016,35.965203374501684,35.15615525660056,35.856776246182655,2037200
2011-02-17,35.940181732177734,35.95686356286253,35.50646367957477,35.940181732177734,1247300
2011-02-18,34.96430969238281,35.94017594914917,34.67238565670628,35.906812293148036,2158100
2011-02-22,33.63813781738281,34.7391130129557,33.621455989360996,34.288713201566786,3714100
2011-02-23,33.646480560302734,34.23033187347454,33.22110503857872,33.50468659857227,5855800
2011-02-24,33.4463005065918,34.4054849973944,33.362894542927904,33.679842931971116,2936100
2011-02-25,34.288719177246094,34.61400692602773,33.82163745643452,34.01347373951769,2571900
2011-02-28,33.98011779785156,34.6723963743327,33.85500564004042,34.622350874861375,1893500
2011-03-01,33.804962158203125,34.28872580342948,33.77994099784126,34.0468439808163,1868400
2011-03-02,33.46298599243164,33.804955571596984,33.21276489236279,33.796616247012714,2437800
2011-03-03,33.813289642333984,33.838310791578536,33.171053630614495,33.67983821014117,2018800
2011-03-04,33.888370513916016,34.55562795530538,33.74657651789514,33.779940185398225,1904000
2011-03-07,32.42873001098633,34.005126056358385,31.628018231878993,33.88835645029129,4423900
2011-03-08,32.887474060058594,33.14603764219868,32.1201258191742,32.72900145394709,1685300
2011-03-09,32.10344696044922,33.07931010730826,31.94497117364628,33.020925295875685,1662600
2011-03-10,31.244352340698242,31.728115875418517,30.91906460336127,31.669731060087972,1822900
2011-03-11,31.177621841430664,31.711427576557455,30.693858405388788,30.894037146927914,2114900
2011-03-14,27.20743751525879,27.31586780506499,24.0212815861227,25.155620422372195,27242200
2011-03-15,27.165739059448242,27.357575338438984,23.670975097714276,24.104693147415283,23097900
2011-03-16,24.72190284729004,27.41595603636822,23.779401833617698,26.923853244447848,23138400
2011-03-17,23.43743324279785,25.706109451401787,23.42075141406839,25.430865640832682,20195900
2011-03-18,24.521726608276367,24.938762780494898,24.029623797789156,24.379934246087394,12621500
2011-03-21,26.448436737060547,27.073991077190083,25.447550747373466,26.18987472191642,15099300
2011-03-22,26.857133865356445,27.374257899998458,26.373371901884738,27.05730947411222,9427000
2011-03-23,26.348346710205078,26.94887984421023,25.87292570636221,26.94887984421023,4424600
2011-03-24,25.839561462402344,26.606908101139453,25.75615390780481,26.506820308315838,5009100
2011-03-25,25.99803352355957,26.47345447762396,25.68108675113886,25.689426074134154,3395600
2011-03-28,25.038856506347656,26.064765286204583,24.980471686645284,26.064765286204583,6737100
2011-03-29,24.864770889282227,24.973570851370972,24.11991624111177,24.864770889282227,6714500
2011-03-30,25.02379608154297,25.484100986489555,24.839675077338992,25.333455802917623,3702800
2011-03-31,25.140954971313477,25.24138398766418,24.856403431169095,25.032155007928043,3038700
2011-04-01,25.559419631958008,26.095045449700027,25.31671318561187,25.383666412829623,3661600
2011-04-04,25.802122116088867,26.078304352573934,25.525939879603797,25.55941728828839,2757400
2011-04-05,25.835601806640625,26.18710664742114,25.52594213412102,26.02809213470616,3933500
2011-04-06,25.492462158203125,26.16199595706546,25.43387829001444,26.136887900860017,2497900
2011-04-07,24.981945037841797,25.75190788698981,24.940098276518647,25.534309516981597,5436800
2011-04-08,24.981945037841797,25.308341794708753,24.797822480601383,25.258127277411695,2474800
2011-04-11,24.228723526000977,25.132592917019235,24.04460094875316,25.082376797974796,4832300
2011-04-12,23.634506225585938,24.04459484934266,22.881282190190117,23.893949723005395,8025500
2011-04-13,23.550813674926758,24.161763514816457,23.442015306784743,23.76841200750124,2857900
